coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
mcap,27 Apr 2017,7 May 2017,10.0,382.0,1,blockchain,N/A,44287318.0,N/A,N/A,4.0,N/A,0,152,0.64,3797,-0.1,-0.14,-2.3,-1.73,0.03,5.0,-0.003,-0.04
veros,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,5138,0.02,-0.04,-0.62,-0.15,-43.494,15.0,1.414,0.09
platinumbar,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,532,0.21,0.22,3.5,3.54,-0.281,-18.5,0.082,-0.055
drp utility,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
growers inter...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
elcoin,08 Jan 2018,05 Feb 2018,28.0,108.0,5,saas,18,N/A,30000000.0,N/A,N/A,698,0,4537,N/A,11,-0.12,0.16,2.61,2.65,82.729,217.5,37.561,2.185
bitsum,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,197160,0.18,1.43,2.86,3.05,-1.401,20.0,0.02,-0.05
moin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,3,0.19,0.23,3.67,3.74,-0.055,3.0,0.038,-0.04
arbitragect,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,26247,0.22,0.12,1.88,2.04,0.063,8.0,0.016,-0.04
adzcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,660,0.23,0.07,1.06,1.29,-0.031,5.0,0.012,0.05
qbic,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,384056,-0.23,-0.26,-4.15,-3.87,-0.558,2.5,-0.021,-0.045
minereum,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,338,0.39,0.19,3.06,3.11,0.443,10.0,0.037,-0.06
startcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,27623,-0.43,-0.12,-1.94,-1.71,-0.063,7.5,0.006,-0.015
piplcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,24566,0.14,0.1,1.55,1.83,-0.151,22.5,0.013,-0.055
inflationcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,28,0.22,0.19,2.99,3.11,0.732,-156.0,0.093,0.06
insanecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,334,0.4,0.19,3.06,3.31,-0.105,-26.0,0.047,-0.18
greenmed,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,198085,-0.17,-1.36,-2.72,-2.44,-0.991,15.5,-0.02,-0.055
guncoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,181,0.02,0.13,2.03,2.06,-0.327,-2.5,0.04,-0.055
happycoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,1585,0,N/A,N/A,263,0.24,0.17,2.68,2.72,-0.464,3.0,0.063,-0.07
deuscoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,7116,-0.12,0.05,0.76,1.08,-0.024,-8.0,0.007,-0.03
suretly,11 Jul 2017,11 Aug 2017,31.0,286.0,2,fintech,6,28000001.0,N/A,N/A,30.93,N/A,0,1285,-0.58,12585,-0.12,-0.04,-0.67,-0.38,-0.007,4.5,0.004,-0.075
authorship,15 Aug 2017,14 Sep 2017,30.0,252.0,1,telecommunications,1,N/A,7000000.0,N/A,0.04,135,0,11628,-0.29,12714,0.1,0.11,1.74,1.9,-0.098,10.5,0.02,-0.015
sugar exchange,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
aquariuscoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,1,0.3,0.19,3.02,3.07,-0.265,6.0,0.049,0.01
leviar,N/A,N/A,N/A,N/A,12,fintech,N/A,N/A,N/A,N/A,N/A,930,0,N/A,N/A,765,-0.14,0.04,0.65,0.95,0.381,19.5,0.089,-0.035
unify,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,3291,0.33,0.2,3.14,3.21,0.112,-2.0,0.04,-0.06
jetcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,82,-0.08,0.09,1.5,1.62,-0.505,-8.5,0.076,-0.135
bitgem,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,0.03,-0.09,-1.47,-1.16,-1.447,1.5,0.058,-0.035
bitsilver,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,233,-0.02,0.05,0.85,1.34,0.2,-11.0,0.004,0.0
op coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
cryptocarbon,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,14534,-0.01,-0.02,-0.38,-0.14,-0.337,11.5,0.026,-0.005
droxne,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,48512,0.21,0.15,2.38,2.69,-0.261,-2.5,0.024,-0.045
ico openledger,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
pluscoin,26 Sep 2017,10 Oct 2017,14.0,226.0,8,blockchain,13,9598000.0,N/A,N/A,1.49,114,0,237,-1.0,67444,-0.11,0.08,1.23,1.48,-0.763,128.0,0.052,1.54
phoenixcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,0.22,0.09,1.42,1.58,-0.182,19.5,0.017,0.045
votecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,11443,0.17,0.2,3.24,3.37,-0.118,13.0,0.037,-0.01
stronghands,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,628,0.38,0.01,0.2,0.42,-0.375,18.5,0.069,0.095
bitbtc,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,60,-0.04,-0.06,-0.98,0.05,0.145,-3.0,0.007,-0.02
intelligent t...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
accelerator n...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
trollcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,93,0.27,0.23,3.64,3.71,0.254,4.0,0.034,-0.02
billionaire t...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
octoin coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
peerguess,28 Oct 2017,09 Dec 2017,42.0,166.0,12,saas,13,N/A,N/A,N/A,0.06,1049,0,2027,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
litecoin plus,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
blazecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,1,0.31,0.19,2.95,2.96,-0.248,21.5,0.261,-0.035
briacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,378800,0.23,0.13,2.11,2.11,50.944,-11.5,0.909,-0.225
firstcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,32,0,N/A,N/A,741,-0.04,0.09,1.46,3.16,-0.176,20.5,-0.003,-0.065
pakcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,2,0,N/A,N/A,0,0.25,0.2,3.18,3.19,-0.044,3.0,0.075,-0.04
garlicoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,51484,0.13,-0.05,-0.83,-0.64,0.592,23.0,-0.01,0.05
wcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bitcoin red,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
senderon,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,144600,0.04,0.11,1.77,1.98,-0.287,0.0,0.018,-0.06
adcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,10368,0.01,0.1,1.57,1.81,-0.269,17.5,0.02,-0.025
cartaxi token,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
kubera coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
speedcash,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,6732,0.08,0.16,2.56,2.71,0.355,-12.5,0.033,-0.215
nushares,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,973,0.08,0.12,1.87,2.16,0.635,1284.0,0.029,12.34
bitgold,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,72,0.25,0.04,0.59,1.84,0.077,-7.5,0.003,-0.035
crystal clear,8 Sep 2017,8 Oct 2017,30.0,228.0,2,transportation,7,3377550.0,N/A,N/A,3.09,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
crowdcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,50903,0.42,0.15,2.44,2.78,-0.04,-1.5,-0.008,-0.065
digital money...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
impact,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,629,0.25,0.19,3.03,3.11,-0.11,7.5,0.087,0.015
wavesgo,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,105,0.27,0.22,3.55,3.62,-0.031,9.0,0.049,-0.06
irishcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,38,0.2,0.13,2.05,2.31,-0.335,-0.0,0.029,-0.04
tokugawa,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,26,0,N/A,N/A,24881,0.33,0.2,3.21,3.4,-0.325,8.0,0.011,0.0
ethereum gold,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
manna,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,162,0.02,0.12,1.93,2.3,0.006,7.5,0.041,-0.005
cabbage,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,557,0.34,0.31,4.84,4.89,0.003,38.5,0.078,0.025
bitair,17 Sep 2017,31 Oct 2017,44.0,205.0,12,other,N/A,21510000.0,N/A,N/A,0.019,N/A,0,N/A,-0.24,209739,0.14,-0.02,-0.32,-0.06,-0.259,18.0,-0.008,0.01
globalboost-y,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,1074,0.2,0.08,1.34,1.53,-0.172,2.0,0.031,-0.07
bitcoin fast,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
escroco,30 Oct 2017,28 Nov 2017,29.0,177.0,12,fintech,N/A,N/A,N/A,N/A,0.1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
whalecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,70,0,N/A,N/A,19143,0.05,0.06,0.93,1.28,-0.28,-1.0,0.008,0.02
digitaldevelo...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
reecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,1602,0.07,-0.01,-0.12,0.31,2.078,-34.5,0.114,-0.185
grimcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,109740,0.22,0.26,4.15,4.22,0.129,142.5,0.079,0.695
postcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,320,0,N/A,N/A,131,0.14,0.12,1.97,2.18,-0.068,23.0,0.013,0.02
steneum coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
rimbit,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,5,0.12,0.12,1.92,2.17,1.552,-15.5,0.114,-0.085
octanox,N/A,N/A,N/A,N/A,12,entertainment,4,N/A,N/A,N/A,0.075,856,0,N/A,0.14,33929,0.2,0.12,1.94,2.14,-0.435,11.5,0.029,0.115
berncash,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,833,0.19,0.09,1.5,1.54,0.28,4.5,0.028,0.055
litebar,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,1180,0.28,0.16,2.5,2.5,-1.926,-2.5,0.13,-0.025
eaglecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,54589,0.3,0.27,4.21,4.31,0.348,-2.5,0.077,-0.085
desire,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,12058,-0.44,0.22,3.45,3.65,0.197,4.5,0.006,-0.085
redcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,7370,-0.15,-0.17,-2.7,-2.13,0.346,-6.5,0.042,-0.075
coin(o),N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
jin coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bumbacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0.02,0.13,2.11,2.63,0.212,3.0,0.045,-0.05
helleniccoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,9097,0.23,0.18,2.92,2.93,-1.354,-4.5,0.278,-0.045
prime-xi,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,144,0.21,0.26,4.08,4.15,-0.145,-3.0,0.044,-0.06
homeblockcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,1262670,-0.02,-0.17,-2.72,-2.46,-0.466,0.0,-0.015,-0.11
biteur,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,440,-0.0,0.04,0.69,1.3,-0.079,-7.5,0.003,-0.015
ethereum dark,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
yenten,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,17330,0.27,0.08,1.3,1.41,-0.229,-3.5,0.013,-0.025
vaperscoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,106,0.27,0.31,4.85,4.86,-1.212,-1.5,0.635,-0.095
visio,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,1497,0.04,0.13,2.06,2.31,-0.196,6.5,0.024,-0.165
globalcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,-0.01,0.13,2.01,2.01,0.892,6.0,0.166,-0.06
acoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,280,0,N/A,N/A,340,-0.14,0.09,1.44,1.55,0.217,4.0,0.026,0.0
x-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,1974,0.03,0.09,1.5,1.63,-0.286,-19.5,0.058,-0.015
coin2.1,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
scorecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,26,0.29,0.2,3.13,3.27,0.324,-111.5,0.069,-0.115
bitcoal,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,5784,0.16,0.08,1.33,1.55,0.028,15.5,0.024,0.005
goldpieces,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,1249,-0.0,0.02,0.36,0.51,0.069,16.5,0.041,0.035
bitcoin planet,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
soilcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,149,0.12,0.16,2.51,2.71,-1.383,-12.5,0.085,-0.145
money,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,12,0,N/A,N/A,142,0.46,0.21,3.26,3.42,-0.283,-6.5,0.042,-0.075
litebitcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,4218,0.27,0.17,2.62,2.65,-0.211,-7.0,0.076,-0.13
comet,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,5,0.41,0.19,3.02,3.11,-0.104,25.0,0.12,-0.01
songcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,31,0.19,0.15,2.38,2.53,0.162,18.5,0.036,0.015
flaxscript,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,8,0.08,0.12,1.91,2.01,0.652,8.0,0.089,-0.06
kronecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,19260,0.08,-0.01,-0.23,0.04,0.209,15.5,0.017,0.005
asiadigicoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,1352,0.39,0.26,4.11,4.21,0.387,3.5,0.027,-0.025
interzone,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,55845,-0.02,-0.15,-2.31,-2.06,-0.768,-41.0,0.086,0.01
copico,16 Oct 2017,16 Nov 2017,31.0,189.0,12,blockchain,2,N/A,N/A,N/A,0.006,1173,0,N/A,2.75,107543,0.05,0.22,3.42,3.57,0.034,44.5,0.023,-0.145
starcash network,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
litecoin ultra,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
geysercoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,2,0,N/A,N/A,1854,0.3,0.19,3.07,3.14,0.739,21.0,0.071,0.0
prcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,32488,-0.07,0.08,1.21,1.35,0.639,4.0,0.008,-0.02
coupecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,14695,0.02,0.2,3.1,3.11,-0.201,3.5,0.62,-0.025
cthulhu offer...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
royal kingdom...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
nodecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,61,0.07,0.17,2.74,2.89,0.008,5.0,0.066,0.03
womencoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
project-x,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
coimatic 3.0,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
vault coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ulatech,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,886914,0.17,0.12,1.9,1.98,3.639,-6.0,0.092,-0.1
harmonycoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,4808,0.24,0.13,2.0,2.1,-3.114,-19.5,0.093,-0.225
poly ai,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
futurxe,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
guaranteed et...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
hedge,15 Sep 2017,15 Oct 2017,30.0,221.0,5,blockchain,9,2100000.0,15000000.0,0.14,0.67,N/A,0,3765,0.06,35573,0.16,0.13,2.06,2.25,-0.264,-8.5,0.062,-0.145
srcoin,1 Mar 2018,31 Mar 2018,30.0,54.0,12,insurance services,11,4000000.0,N/A,N/A,0.006,1247,0,951,-0.18,132146,0.04,0.31,0.63,0.75,-3.143,5.5,-0.01,-0.085
bitconnect,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,3,0,N/A,N/A,5978,0.41,0.34,5.42,5.78,-0.246,-2.5,0.015,-0.075
kilocoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,9,0.2,0.12,1.89,1.93,3.316,15.5,0.158,-0.015
bunnycoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,16,0.36,0.2,3.13,3.18,0.481,-244.5,0.117,-0.395
asiacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,146184,0.21,0.09,1.46,1.59,-0.159,3.0,0.055,-0.09
chips,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,64082,0.21,0.15,2.32,2.55,-0.445,22.0,0.028,0.18
eroscoin,11 Oct 2017,15 Nov 2017,35.0,190.0,12,other,7,N/A,N/A,N/A,0.05,N/A,0,N/A,1.94,8548340,0.08,-0.07,-1.15,-0.68,0.016,8.0,-0.003,0.01
blockpool,01 May 2017,30 Jun 2017,60.0,328.0,12,other,10,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,39542,-0.11,0.18,2.93,3.21,-0.015,8.5,0.013,0.055
vsync,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,753,-0.26,0.06,0.9,1.04,0.45,5.5,0.032,0.065
