coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,hype,risk,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
blocklancer,16 Jan 2018,16 Feb 2018,31.0,112.0,5,fintech,5,30000010.0,90909121.0,0.33,0.09,N/A,0,50,0.68,N/A,-0.795,34683,0.24,0.1,1.62,1.62,0.902,nan,0.016,nan
bitwhite,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,255839,0.15,0.05,0.86,0.86,-0.606,nan,0.008,nan
platinumbar,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,532,0.21,0.22,3.5,3.5,-0.268,nan,0.08,nan
jiyo,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,118,0.3,0.23,3.71,3.71,-0.814,nan,0.031,nan
fantasy-cash,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,8,0.26,0.27,4.22,4.22,0.202,nan,0.088,nan
jesus-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,4,0.21,0.15,2.31,2.31,2.726,nan,0.122,nan
legends-room,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1676930,0.06,0.09,1.36,1.36,-0.083,nan,0.003,nan
fundyourselfnow,13 Jun 2017,31 Jul 2017,48.0,312.0,12,other,9,N/A,N/A,N/A,N/A,5173,0,N/A,N/A,N/A,0.0,27307,0.24,0.14,2.2,2.2,0.169,nan,0.017,nan
megacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,0.62,0.17,2.72,2.72,0.107,nan,0.008,nan
martexcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,14,0.29,0.2,3.15,3.15,-0.287,nan,0.066,nan
mcap,27 Apr 2017,7 May 2017,10.0,397.0,1,blockchain,N/A,44287318.0,N/A,N/A,4.0,N/A,0,155,N/A,N/A,0.635,3797,-0.1,-0.14,-2.3,-2.3,0.035,nan,-0.003,nan
aerium,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,22824,0.09,0.12,1.93,1.93,-0.139,nan,0.021,nan
oceanlab,07 Aug 2017,31 Aug 2017,24.0,281.0,12,blockchain,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,29066,0.34,0.17,2.64,2.64,-0.143,nan,0.008,nan
unify,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,3291,0.33,0.2,3.14,3.14,0.09,nan,0.039,nan
sagacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,77967,0.37,0.16,2.61,2.61,-0.871,nan,0.005,nan
monster-byte,6 Jul 2017,4 Aug 2017,29.0,308.0,10,entertainment,2,10000002.0,10000002.0,1.0,0.11,N/A,0,2220,0.44,N/A,-0.271,16860,0.13,0.13,2.1,2.1,0.443,nan,0.026,nan
adzcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,660,0.23,0.07,1.06,1.06,-0.028,nan,0.012,nan
advanced-tech...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
vulcano,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,29481,-0.03,0.07,1.1,1.1,-0.236,nan,0.005,nan
x-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1974,0.03,0.09,1.5,1.5,-0.297,nan,0.06,nan
procurrency,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1210,0.17,0.13,2.07,2.07,-0.364,nan,0.027,nan
equal,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,294780,-0.02,-0.1,-1.62,-1.62,-0.156,nan,-0.004,nan
eltcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,8558,0.32,0.29,4.63,4.63,-0.302,nan,0.036,nan
growers-inter...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
happycoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,1604,0,N/A,N/A,N/A,0.0,263,0.24,0.17,2.68,2.68,-0.444,nan,0.061,nan
roulettetoken,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,53765,0.18,0.03,0.41,0.41,-0.33,nan,0.026,nan
suretly,11 Jul 2017,11 Aug 2017,31.0,301.0,2,fintech,6,28000001.0,N/A,N/A,30.93,N/A,0,1304,0.54,N/A,-0.578,12585,-0.12,-0.04,-0.67,-0.67,-0.024,nan,0.005,nan
numus,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,572644,-0.02,-0.02,-0.33,-0.33,-0.825,nan,-0.018,nan
inflationcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,28,0.22,0.19,2.99,2.99,0.757,nan,0.09,nan
minereum,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,338,0.39,0.19,3.06,3.06,0.465,nan,0.037,nan
piplcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,24566,0.14,0.1,1.55,1.55,-0.162,nan,0.012,nan
arbitragect,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,26247,0.22,0.12,1.88,1.88,0.049,nan,0.015,nan
greenmed,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,198085,-0.17,-1.36,-2.72,-2.72,-0.634,nan,-0.013,nan
hobonickels,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,-0.01,0.1,1.58,1.58,0.194,nan,0.006,nan
aquariuscoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1,0.3,0.19,3.02,3.02,-0.257,nan,0.047,nan
cabbage,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,557,0.34,0.31,4.84,4.84,-0.013,nan,0.078,nan
billionaire-t...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
whalecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,77,0,N/A,N/A,N/A,0.0,19143,0.05,0.06,0.93,0.93,-0.238,nan,0.012,nan
bigup,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,99,0.35,0.17,2.75,2.75,-0.842,nan,0.077,nan
bitsum,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,197160,0.18,1.43,2.86,2.86,-0.832,nan,0.01,nan
phoenixcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,0.22,0.09,1.42,1.42,-0.181,nan,0.017,nan
mao-zedong,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,851,0.32,0.27,4.24,4.24,0.567,nan,0.023,nan
kubera-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,23604,-0.15,-0.02,-0.31,-0.31,0.084,nan,0.004,nan
halcyon,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,6100,0.48,0.08,1.21,1.21,-0.048,nan,0.022,nan
qbic,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,384056,-0.23,-0.26,-4.15,-4.15,-0.515,nan,-0.022,nan
lanacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,113,0.15,0.15,2.34,2.34,0.015,nan,0.038,nan
tittiecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,29,0,N/A,N/A,N/A,0.0,1,0.38,0.28,4.37,4.37,0.08,nan,0.06,nan
veros,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,5138,0.02,-0.04,-0.62,-0.62,-43.049,nan,1.37,nan
centurion,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,12766,-0.37,0.03,0.54,0.54,-0.308,nan,0.041,nan
cryptocarbon,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,14534,-0.01,-0.02,-0.38,-0.38,-0.326,nan,0.026,nan
iethereum,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,66699,0.16,0.19,3.05,3.05,-0.502,nan,0.043,nan
jetcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,82,-0.08,0.09,1.5,1.5,-0.492,nan,0.071,nan
startcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,27623,-0.43,-0.12,-1.94,-1.94,-0.069,nan,0.006,nan
intelligent-t...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bitbtc,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,60,-0.04,-0.06,-0.98,-0.98,0.143,nan,0.007,nan
dashcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,497,-0.04,-0.11,-1.74,-1.74,-62.052,nan,7.729,nan
sugar-exchange,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,93337,-0.16,0.21,3.36,3.36,0.404,nan,0.02,nan
bitgem,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,0.03,-0.09,-1.47,-1.47,-1.435,nan,0.058,nan
accelerator-n...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bitair,17 Sep 2017,31 Oct 2017,44.0,220.0,12,other,N/A,21510000.0,N/A,N/A,0.019,N/A,0,N/A,0.4,N/A,-0.239,209739,0.14,-0.02,-0.32,-0.32,-0.222,nan,0.001,nan
bitsilver,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,233,-0.02,0.05,0.85,0.85,0.191,nan,0.004,nan
digital-money...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ethereum-cash,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
leviar,N/A,N/A,N/A,N/A,12,fintech,N/A,N/A,N/A,N/A,N/A,945,0,N/A,N/A,N/A,0.0,765,-0.14,0.04,0.65,0.65,0.394,nan,0.085,nan
bitradio,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1225,0.23,0.15,2.33,2.33,-0.03,nan,0.024,nan
litecoin-plus,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,141,0.17,0.17,2.77,2.77,-0.133,nan,0.06,nan
adcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,10368,0.01,0.1,1.57,1.57,-0.29,nan,0.021,nan
nyancoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,6158,-0.18,-0.11,-1.67,-1.67,0.005,nan,0.033,nan
globalcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,-0.01,0.13,2.01,2.01,3.581,nan,0.159,nan
votecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,11443,0.17,0.2,3.24,3.24,-0.118,nan,0.033,nan
ultracoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,42443,-0.39,-0.03,-0.44,-0.44,0.084,nan,0.009,nan
dix-asset,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,21,0.03,0.05,0.84,0.84,32.091,nan,1.713,nan
briacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,378800,0.23,0.13,2.11,2.11,50.594,nan,0.875,nan
bit20,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ammo-reloaded,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,48321,0.2,0.12,1.93,1.93,0.985,nan,0.046,nan
pluscoin,26 Sep 2017,10 Oct 2017,14.0,241.0,8,blockchain,13,9598000.0,N/A,N/A,1.49,116,0,251,0.22,N/A,-0.999,67444,-0.11,0.08,1.23,1.23,-0.729,nan,0.051,nan
cryptoinsight,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ico-openledger,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0,0.1,0.1,1.63,1.63,0.457,nan,0.012,nan
wcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
wavesgo,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,105,0.27,0.22,3.55,3.55,-0.054,nan,0.048,nan
parallelcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,4,0.31,0.17,2.67,2.67,0.02,nan,0.279,nan
firstcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,31,0,N/A,N/A,N/A,0.0,741,-0.04,0.09,1.46,1.46,-0.21,nan,-0.002,nan
senderon,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,144600,0.04,0.11,1.77,1.77,-0.305,nan,0.017,nan
daxxcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,10451,0.16,0.13,2.01,2.01,-0.121,nan,0.014,nan
crystal-clear,8 Sep 2017,8 Oct 2017,30.0,243.0,2,transportation,7,3377550.0,N/A,N/A,3.09,N/A,0,4541,N/A,N/A,-0.1,21319,-0.14,-0.02,-0.39,-0.39,-0.499,nan,0.018,nan
escroco,30 Oct 2017,28 Nov 2017,29.0,192.0,12,fintech,N/A,N/A,N/A,N/A,0.1,N/A,0,N/A,0.22,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
starcash-network,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,145489,0.26,0.26,4.16,4.16,0.854,nan,0.089,nan
postcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,354,0,N/A,N/A,N/A,0.0,131,0.14,0.12,1.97,1.97,-0.073,nan,0.013,nan
cartaxi-token,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,4427,-0.06,0.11,1.75,1.75,0.087,nan,0.002,nan
tokyo,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,137949,0.07,0.06,0.89,0.89,0.142,nan,0.011,nan
bitcoin-fast,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
garlicoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,51484,0.13,-0.05,-0.83,-0.83,0.534,nan,-0.008,nan
titcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,85,0.23,0.13,2.0,2.0,0.52,nan,0.022,nan
ethereum-gold,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,268521,0.23,0.14,2.28,2.28,-0.616,nan,0.035,nan
mineum,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2646,0.04,0.08,1.19,1.19,0.062,nan,0.023,nan
nekonium,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,10622,0.22,0.12,1.93,1.93,-0.663,nan,0.03,nan
fujinto,10 Aug 2017,10 Sep 2017,31.0,271.0,8,blockchain,4,17566200.0,29277000.0,0.6,0.07,N/A,0,961,0.24,N/A,4.452,580241,-0.34,-0.24,-3.74,-3.74,0.323,nan,-0.001,nan
rimbit,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,5,0.12,0.12,1.92,1.92,1.541,nan,0.112,nan
steneum-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1715520,0.15,0.02,0.35,0.35,0.281,nan,-0.0,nan
reecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1602,0.07,-0.01,-0.12,-0.12,2.089,nan,0.113,nan
octoin-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,312526,0.03,-0.02,-0.3,-0.3,0.123,nan,-0.013,nan
digicube,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,118,0.2,0.13,2.09,2.09,-3.602,nan,0.221,nan
goldblocks,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1323,0.18,0.11,1.78,1.78,-0.039,nan,0.015,nan
safe-trade-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,820,0.18,0.14,2.29,2.29,0.041,nan,0.089,nan
op-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,44108,0.28,0.09,1.36,1.36,-0.539,nan,0.003,nan
c-bit,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1411,-0.13,0.06,0.91,0.91,-0.148,nan,0.087,nan
tokugawa,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,28,0,N/A,N/A,N/A,0.0,24881,0.33,0.2,3.21,3.21,-0.337,nan,0.009,nan
bolivarcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,75,0.17,0.18,2.93,2.93,0.179,nan,0.054,nan
influxcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,231,0.02,0.05,0.77,0.77,-0.297,nan,0.036,nan
mincoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,0.22,0.05,0.84,0.84,3.576,nan,0.102,nan
leacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1,0.22,0.18,2.81,2.81,0.043,nan,0.064,nan
speedcash,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,6732,0.08,0.16,2.56,2.56,0.386,nan,0.032,nan
coin2.1,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
yenten,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,17330,0.27,0.08,1.3,1.3,-0.235,nan,0.013,nan
octanox,N/A,N/A,N/A,N/A,12,entertainment,4,N/A,N/A,N/A,N/A,830,0,N/A,N/A,N/A,0.0,33929,0.2,0.12,1.94,1.94,-0.43,nan,0.027,nan
coin(o),N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
polcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,222,-0.23,0.02,0.37,0.37,-4.112,nan,0.198,nan
solarflarecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,85,0.36,0.23,3.7,3.7,0.16,nan,0.044,nan
desire,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,12058,-0.44,0.22,3.45,3.45,0.185,nan,0.005,nan
peerguess,28 Oct 2017,09 Dec 2017,42.0,181.0,12,saas,13,N/A,N/A,N/A,N/A,1063,0,2053,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
helleniccoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,9097,0.23,0.18,2.92,2.92,-1.314,nan,0.271,nan
eaglecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,54589,0.3,0.27,4.21,4.21,0.344,nan,0.071,nan
soilcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,149,0.12,0.16,2.51,2.51,-1.388,nan,0.086,nan
neuro,N/A,N/A,N/A,N/A,12,other,N/A,23400000.0,36000000.0,0.65,0.12,6841,0,N/A,N/A,N/A,-0.948,17185,0.32,0.09,1.5,1.5,-0.197,nan,0.036,nan
ethereum-dark,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,449524,0.3,0.15,2.32,2.32,0.375,nan,0.024,nan
allion,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,213,0.28,0.24,3.8,3.8,0.263,nan,0.05,nan
crowdcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,50903,0.42,0.15,2.44,2.44,-0.035,nan,-0.009,nan
comet,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,5,0.41,0.19,3.02,3.02,-0.096,nan,0.118,nan
bitcoal,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,5784,0.16,0.08,1.33,1.33,0.021,nan,0.023,nan
bitasean,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2752,0.35,0.14,2.18,2.18,-0.286,nan,0.054,nan
litebitcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,4218,0.27,0.17,2.62,2.62,-0.216,nan,0.073,nan
songcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,31,0.19,0.15,2.38,2.38,0.162,nan,0.036,nan
bolenum,15 Jul 2017,14 Aug 2017,30.0,298.0,12,blockchain,N/A,19121.0,N/A,N/A,5.98,N/A,0,54535,0.42,N/A,-0.996,13218,-0.1,0.12,1.85,1.85,1.081,nan,0.03,nan
pioneer-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,39428,0.08,-0.04,-0.63,-0.63,0.093,nan,-0.009,nan
